beta_lnGDP_to_lnCO2,shock_gdp_pct,expected_change_co2_pct_linear,expected_change_co2_pct_exact,level_multiplier
0.15363244094304387,10.0,1.5363244094304387,1.475046560108506,1.014750465601085
