rmse_train,mae_train,r2_train,n_obs_train,rmse_test,mae_test,r2_test,n_obs_test
17.606926951913188,17.52211231911404,-27.769973724187068,6065,17.72637921921891,17.634256940772257,-27.711575289377457,392
