rmse_train,mae_train,r2_train,n_obs_train,rmse_test,mae_test,r2_test,n_obs_test
0.3029694387569384,0.22314670867748831,0.9914813654927852,6065,0.7787872686174322,0.4839775283919471,0.9445815167066425,392
